Intervention,Trial_Count,Active_Hope_Count,Failed_Count,Completed_Count,Mean_Success_Score,Mean_Failure_Index,Pathways,Repurposing_Opportunity_Score
tau pet scan,1,1,0,0,50.0,58.0,Tau; Synaptic / Cognitive,27.0
pf-04360365 1 mg/kg,2,0,0,2,47.5,60.0,Unspecified / Other,27.0
insulin (humulin® r u-100),3,0,1,2,47.333333333333336,63.333333333333336,Synaptic / Cognitive; Metabolic / Mitochondrial; Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial; Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular,26.933333333333334
insulin detemir,2,0,0,3,42.333333333333336,60.333333333333336,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Synaptic / Cognitive; Metabolic / Mitochondrial,26.933333333333334
talsaclidine 12 mg,1,0,0,1,57.0,55.0,Unspecified / Other,26.8
ns 2330 (tesofensine),1,0,0,1,57.0,55.0,Unspecified / Other,26.8
caffeine citrate,1,2,0,0,37.0,63.0,Synaptic / Cognitive,26.8
troriluzole,1,0,0,1,57.0,55.0,Synaptic / Cognitive,26.8
multiple features extraction,1,0,0,0,62.0,53.0,Amyloid; Synaptic / Cognitive,26.8
rvt-101 35 mg tablets,1,0,1,0,67.0,58.0,Cholinergic; NMDA / Glutamate,26.8
human albumin 0.25%,1,0,1,0,67.0,58.0,Unspecified / Other,26.8
"immune globulin intravenous (human), 10% solution",1,0,1,0,67.0,58.0,Unspecified / Other,26.8
talsaclidine 6 mg,1,0,0,1,57.0,55.0,Unspecified / Other,26.8
talsaclidine 24 mg,1,0,0,1,57.0,55.0,Unspecified / Other,26.8
talsaclidine 36 mg,1,0,0,1,57.0,55.0,Unspecified / Other,26.8
t-817ma-h,1,0,0,1,57.0,55.0,Unspecified / Other,26.8
albutein 5%,1,0,0,1,57.0,56.0,Amyloid,26.8
t-817ma-l,1,0,0,1,57.0,55.0,Unspecified / Other,26.8
florbetapir 18f,1,0,0,1,57.0,56.0,Synaptic / Cognitive,26.8
egb761®,1,0,0,1,57.0,56.0,Synaptic / Cognitive; Metabolic / Mitochondrial,26.8
18f-fdg,1,0,0,1,57.0,56.0,Synaptic / Cognitive,26.8
snk01,3,2,1,0,32.0,75.66666666666667,Unspecified / Other; Synaptic / Cognitive,26.8
lmtm,1,0,1,0,67.0,58.0,Unspecified / Other,26.8
tap talk online program,1,0,0,0,62.0,53.0,Tau; Synaptic / Cognitive,26.8
questionnaires,3,1,1,0,44.333333333333336,63.333333333333336,Synaptic / Cognitive; Synaptic / Cognitive; Lifestyle / Digital,26.733333333333334
ly3202626,3,0,1,2,46.666666666666664,62.333333333333336,Tau; Unspecified / Other,26.666666666666668
warfarin,2,0,0,3,41.666666666666664,66.0,Unspecified / Other,26.666666666666668
probiotic,1,1,0,0,49.0,59.0,Amyloid; Synaptic / Cognitive,26.6
amnesia light and brief assessment (alba),1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
f-18 pmpbb3,2,0,0,0,56.5,55.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Amyloid; Tau; Synaptic / Cognitive,26.6
digitial diagnostics of dementia (ddd),1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
boston cognitive assessment (boca),1,1,0,0,49.0,63.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,26.6
combination of 40hz light and cognitive therapy (alzlife),1,1,0,0,49.0,63.0,Amyloid; Neuroinflammation; Synaptic / Cognitive,26.6
florbetapir f18,2,0,1,1,56.5,56.5,Unspecified / Other; Amyloid; Synaptic / Cognitive,26.6
sodium pentaborate pentahydrate,1,1,0,0,49.0,59.0,Amyloid; Tau; Synaptic / Cognitive; Cholinergic,26.6
foralumab tzls-401 100 µg,1,1,0,0,49.0,59.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,26.6
foralumab tzls-401 50 µg,1,1,0,0,49.0,59.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,26.6
the repeatable battery for the assessment of neuropsychological status (rbans),1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
the beck anxiety inventory (bai),1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
the mississippi aphasia screening test,1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
the picture naming and immediate recall test (picnir),1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
lamivudine 300 mg,1,1,0,0,49.0,59.0,Synaptic / Cognitive,26.6
alpha-linolenic acid (2.6 g/day),1,1,0,0,49.0,59.0,Amyloid; Tau; Synaptic / Cognitive; Vascular,26.6
conventional medication,1,1,0,0,49.0,59.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,26.6
geriatric depression scale (gds-15),1,1,0,0,49.0,58.0,Synaptic / Cognitive,26.6
natural product combination-1 (npc1),1,1,0,0,49.0,59.0,Synaptic / Cognitive,26.6
levetiracetam (lev),1,1,0,0,49.0,59.0,Amyloid; Synaptic / Cognitive,26.6
leronlimab (700mg),1,1,0,0,49.0,59.0,Neuroinflammation; Synaptic / Cognitive,26.6
ozanimod,1,1,0,0,49.0,59.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,26.6
virtual reality,4,0,0,3,31.5,68.5,Unspecified / Other; Synaptic / Cognitive; Synaptic / Cognitive; Lifestyle / Digital,26.6
vitamin e,2,0,0,1,51.5,62.5,Synaptic / Cognitive; Synaptic / Cognitive; Cholinergic,26.6
"vitamin e, vitamin c, and alpha-lipoic acid",1,0,0,1,56.0,52.0,Metabolic / Mitochondrial,26.400000000000002
"after blood samples collection, these samples are analyzed at a central laboratory under blinded conditions using multiple detection methods to measure plasma levels of aβ40, aβ42, t-tau, and p-tau",1,0,0,0,61.0,54.0,Amyloid; Tau; Synaptic / Cognitive; Lifestyle / Digital,26.400000000000002
counseling (c),1,0,0,1,56.0,52.0,Vascular; Lifestyle / Digital,26.400000000000002
home safety toolkit,1,0,0,1,56.0,52.0,Synaptic / Cognitive,26.400000000000002
"lifestyle including diet, exercise, stress management",1,0,0,1,56.0,52.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,26.400000000000002
"hormones and medications tailored to lab tests, combined with devices that support stress management and brain exercises",1,0,0,1,56.0,52.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,26.400000000000002
hydralazine hydrochloride 25mg tablets,1,0,0,0,61.0,54.0,Synaptic / Cognitive; Cholinergic; Metabolic / Mitochondrial; Vascular,26.400000000000002
in-home intervention,1,0,0,1,56.0,52.0,Unspecified / Other,26.400000000000002
standard-of-care,1,0,0,1,56.0,52.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,26.400000000000002
apoe4,2,0,0,1,51.0,57.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Synaptic / Cognitive,26.400000000000002
measurement of serum level of anti-dementia drug,1,0,0,1,56.0,52.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Lifestyle / Digital,26.400000000000002
test of cognitive ability on tablet computer with cognit software,1,0,0,0,61.0,52.0,Amyloid; Synaptic / Cognitive,26.400000000000002
indomethacin,1,0,0,1,56.0,52.0,Neuroinflammation; Synaptic / Cognitive,26.400000000000002
coenzyme q,1,0,0,1,56.0,52.0,Metabolic / Mitochondrial,26.400000000000002
precision medicine approach,1,0,0,1,56.0,52.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital,26.400000000000002
care consultation (cc),1,0,0,1,56.0,52.0,Vascular; Lifestyle / Digital,26.400000000000002
treatment group-device: nirscure - active nirscure - active settings,1,0,0,0,61.0,52.0,Unspecified / Other,26.400000000000002
non-invasive hyperspectral retinoscopy,1,0,0,0,61.0,52.0,Amyloid; Synaptic / Cognitive,26.400000000000002
ustekinumab,1,0,0,0,61.0,52.0,Synaptic / Cognitive,26.400000000000002
ketone ester drink,1,0,0,1,56.0,52.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,26.400000000000002
brain imaging examination mri and pet examinations,2,0,0,1,51.0,57.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Synaptic / Cognitive,26.400000000000002
mnemonic strategy training,1,0,0,1,56.0,52.0,Synaptic / Cognitive,26.400000000000002
"detailed motor testing, including fog, in pd subjects",1,0,0,1,56.0,52.0,Amyloid; Synaptic / Cognitive; Cholinergic,26.400000000000002
ptau217,1,1,0,0,48.0,60.0,Amyloid; Tau; Synaptic / Cognitive,26.200000000000003
pet scan and nocturnal polysomnography,1,1,0,0,48.0,60.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,26.200000000000003
continuous positive airway pressure,1,1,0,0,48.0,60.0,Amyloid; Tau; Metabolic / Mitochondrial; Lifestyle / Digital,26.200000000000003
blood,1,1,0,0,48.0,60.0,Unspecified / Other,26.200000000000003
mk 6240,1,1,0,0,48.0,60.0,Tau,26.200000000000003
18f-pf974,1,1,0,0,48.0,60.0,Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,26.200000000000003
stretch and strength,1,1,0,0,48.0,60.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,26.200000000000003
electroencephalography,2,1,0,1,38.0,66.0,Synaptic / Cognitive; Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial,26.200000000000003
trier social stress test,1,1,0,0,48.0,60.0,Synaptic / Cognitive,26.200000000000003
exercise training,2,0,0,2,45.5,58.5,Synaptic / Cognitive; Lifestyle / Digital,26.2
donepezil (aricept®),2,0,0,2,45.5,62.5,Amyloid; Synaptic / Cognitive; Cholinergic; NMDA / Glutamate; Metabolic / Mitochondrial; Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,26.2
active lighting intervention,3,0,0,3,35.333333333333336,64.66666666666667,Synaptic / Cognitive; Lifestyle / Digital; Lifestyle / Digital,26.133333333333333
moxifloxacin,4,0,1,3,35.25,69.75,Unspecified / Other,26.1
radioligand (11c)azd2995,1,0,0,1,55.0,58.0,Amyloid,26.0
[18f]mni-1020,1,0,0,1,55.0,58.0,Amyloid; Tau,26.0
"[18f]mk-6240, ~160 mbq",1,0,0,1,55.0,58.0,Tau; Synaptic / Cognitive,26.0
radioligand (11c)azd2184,1,0,0,1,55.0,58.0,Amyloid,26.0
"[18f]mk-6240, ~185 mbq",1,0,0,1,55.0,58.0,Tau; Synaptic / Cognitive,26.0
lu ae58054,1,0,0,1,55.0,55.0,Synaptic / Cognitive; Cholinergic,26.0
imaging assessment (mri),1,0,0,1,55.0,58.0,NMDA / Glutamate,26.0
abt-288,1,0,0,1,55.0,50.0,Cholinergic,26.0
imaging assessment (u/s),1,0,0,1,55.0,58.0,NMDA / Glutamate,26.0
neither ismn nor cilostazol,1,0,0,1,55.0,60.0,Synaptic / Cognitive,26.0
alternate frequency csr sampling procedure,1,0,0,1,55.0,58.0,Synaptic / Cognitive,26.0
standard frequent csr sampling procedure with 800 mg ibuprofen,1,0,0,1,55.0,58.0,Synaptic / Cognitive,26.0
avp-923-30,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
htl0009936 modified release,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
whole body pet scan,1,0,0,1,55.0,58.0,Tau; Synaptic / Cognitive,26.0
eht 0202 etazolate,1,0,0,1,55.0,50.0,Synaptic / Cognitive; Cholinergic,26.0
evidence-based impairment focused,2,1,0,1,37.5,62.5,Lifestyle / Digital,26.0
mindfulness-based cognitive coping,1,0,0,1,55.0,50.0,Synaptic / Cognitive,26.0
pet-scan18f-av-45,1,0,0,2,50.0,58.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,26.0
acc-001(10µg) + qs21,1,0,0,1,55.0,55.0,Unspecified / Other,26.0
polyamine,1,0,0,1,55.0,53.0,Synaptic / Cognitive; Lifestyle / Digital,26.0
c11 pib,1,0,0,1,55.0,53.0,Amyloid; Synaptic / Cognitive,26.0
f-18 av-45,1,0,0,1,55.0,53.0,Amyloid; Tau; Synaptic / Cognitive,26.0
dhp1401,1,0,0,1,55.0,50.0,Cholinergic,26.0
f-18-av45,1,0,0,0,60.0,55.0,Amyloid; Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,26.0
dexmedetomidine and midodrine,1,0,0,1,55.0,58.0,Amyloid; Tau; Vascular; Lifestyle / Digital,26.0
radioligand [18f]azd4694,1,0,0,1,55.0,58.0,Amyloid,26.0
radioligand [11c]azd2184,1,0,0,1,55.0,58.0,Amyloid,26.0
pf-06751979 single dose,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
deferiprone 600mg delayed release tablets,1,0,0,1,55.0,53.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,26.0
pym50028,1,0,0,1,55.0,50.0,Synaptic / Cognitive,26.0
meditation,1,0,0,1,55.0,53.0,Tau; Synaptic / Cognitive,26.0
cbt-based program for dementia caregivers,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
lyn-057,1,0,0,1,55.0,58.0,NMDA / Glutamate,26.0
alternative lower frequency csr sampling procedure,1,0,0,1,55.0,58.0,Synaptic / Cognitive,26.0
alz-801 205 mg after food,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
alz-801 170 mg fasting,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
f-18-thk-5351,1,0,0,1,55.0,53.0,Amyloid; Tau; Synaptic / Cognitive,26.0
lumbar puncture (optional),3,0,1,2,45.0,63.0,Tau; Synaptic / Cognitive; Amyloid; Tau; Neuroinflammation; Synaptic / Cognitive,26.0
octohydroaminoacridine succinate,1,0,0,0,60.0,55.0,Cholinergic,26.0
sam-531 and gemfibrozil,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
lifezig,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
cx516,1,0,0,1,55.0,50.0,Synaptic / Cognitive; NMDA / Glutamate,26.0
gsk1034702,1,0,0,1,55.0,58.0,Synaptic / Cognitive,26.0
[f-18]w372,1,0,0,1,55.0,58.0,Amyloid; Synaptic / Cognitive,26.0
respite only,1,0,0,1,55.0,53.0,Tau; Synaptic / Cognitive,26.0
contraloid,2,0,0,2,45.0,63.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital; Synaptic / Cognitive; Lifestyle / Digital,26.0
copper,1,0,0,1,55.0,53.0,Amyloid; Synaptic / Cognitive,26.0
alz-801 342 mg fasting,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
avp-923-20,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
htl0009936 immediate release,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
18-fdg pet,1,0,0,1,55.0,53.0,Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,26.0
15mg t3d-959,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
18f-av-45,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
18f-av-133,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
docosahexaenoic acid,1,0,0,1,55.0,61.0,Synaptic / Cognitive; Lifestyle / Digital,26.0
educational/resources program,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
benfotiamine,1,0,0,1,55.0,53.0,Amyloid; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,26.0
300 mg [c14] ct1812,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
neuropsychologic assessment,1,0,0,1,55.0,53.0,Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,26.0
11c-jnj-63779586,1,0,0,1,55.0,58.0,Vascular,26.0
11c-l-deprenyl-d2,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
30 mg t3d-959,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
f18 flutametamol,1,0,0,1,55.0,53.0,Amyloid; Synaptic / Cognitive,26.0
neod001,1,0,0,1,55.0,55.0,Amyloid,26.0
alum,2,0,1,1,55.0,62.5,Amyloid; Synaptic / Cognitive,26.0
ismn xl and cilostazol,1,0,0,1,55.0,60.0,Synaptic / Cognitive,26.0
sodium oligo-mannurarate 600mg,1,0,0,1,55.0,50.0,Amyloid; Tau; Synaptic / Cognitive,26.0
"jnj-54861911, 10 mg",2,0,1,1,55.0,60.5,Amyloid; Synaptic / Cognitive; Amyloid,26.0
alz-801 205 mg fasting,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
pimavanserin tartrate,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
isosorbide mononitrate xl (ismn),1,0,0,1,55.0,60.0,Synaptic / Cognitive,26.0
acc-001(30µg) + qs21,1,0,0,1,55.0,55.0,Unspecified / Other,26.0
acc-001(3µg) + qs21,1,0,0,1,55.0,55.0,Unspecified / Other,26.0
candesartan,1,0,0,1,55.0,53.0,Synaptic / Cognitive,26.0
pq912 oral,1,0,0,1,55.0,55.0,Synaptic / Cognitive,26.0
45 mg t3d-959,1,0,0,1,55.0,50.0,Unspecified / Other,26.0
pimavanserin,1,0,0,1,55.0,55.0,Unspecified / Other,26.0
[18f]mni-958,2,0,0,2,45.0,63.0,Tau,26.0
[18f]-pi2620,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
[18f]av-45 pet,1,0,0,1,55.0,53.0,Tau; Synaptic / Cognitive; Metabolic / Mitochondrial,26.0
[11c]mk-6884,1,0,0,1,55.0,58.0,Unspecified / Other,26.0
mediterranean diet,3,0,0,2,39.666666666666664,63.0,Synaptic / Cognitive; Lifestyle / Digital; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular; Lifestyle / Digital; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,25.866666666666667
untire mobile app,1,1,0,0,47.0,61.0,Lifestyle / Digital,25.8
mmse-run and mmse greco,1,1,0,0,47.0,60.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,25.8
5 sessions of split-belt treadmill-based locomotor adaptation,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Lifestyle / Digital,25.8
endi (neuropsychological evaluation in intellectual disability),1,1,0,0,47.0,61.0,Amyloid; Synaptic / Cognitive; Lifestyle / Digital,25.8
"collect peripheral blood, and if the patient consents, also collect cerebrospinal fluid.",1,1,0,0,47.0,61.0,Synaptic / Cognitive,25.8
time-restricted eating with nutritional counseling promoting a flexitarian dietary pattern,1,1,0,0,47.0,61.0,Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,25.8
thymatron iv device (somatics),1,1,0,0,47.0,61.0,Tau; Synaptic / Cognitive; Cholinergic,25.8
adults with myasthenia,1,1,0,0,47.0,61.0,Synaptic / Cognitive,25.8
behavioral treatment,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Lifestyle / Digital,25.8
real repetitive transcranial magnetic stimulation,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Lifestyle / Digital,25.8
cerebrospinal fluid flow cytometry,1,1,0,0,47.0,61.0,Metabolic / Mitochondrial,25.8
eeg-triggered tms,1,1,0,0,47.0,61.0,Amyloid; Tau; Synaptic / Cognitive,25.8
hido-alz,1,1,0,0,47.0,58.0,Synaptic / Cognitive; Lifestyle / Digital,25.8
adults with alzheimer's disease,1,1,0,0,47.0,61.0,Synaptic / Cognitive,25.8
physiological insulin intervention,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Metabolic / Mitochondrial,25.8
immunohistochemistry and immunofluorescence,1,1,0,0,47.0,61.0,Amyloid; Tau,25.8
images,1,1,0,0,47.0,61.0,Unspecified / Other,25.8
david delight plus device,1,1,0,0,47.0,61.0,Amyloid; Synaptic / Cognitive,25.8
low-intensity transcranial ultrasound stimulation,1,1,0,0,47.0,61.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,25.8
dietary intervention,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,25.8
blood withdrawal,1,1,0,0,47.0,61.0,Amyloid; Tau; Synaptic / Cognitive,25.8
ketogenic supplement,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,25.8
mindfulness yoga,1,1,0,0,47.0,61.0,Tau; Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,25.8
olfactory stimulation,1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
"temporal interference,ti",1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
"dbs stimulation - boston scientific, vercise genus™ system",1,1,0,0,47.0,61.0,Amyloid; Tau; Synaptic / Cognitive; Cholinergic,25.8
fmd1 (lnt22-017-1),1,1,0,0,47.0,61.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,25.8
cognitive behavioral therapy group for insomnia,1,1,0,0,47.0,61.0,Tau; Synaptic / Cognitive; Lifestyle / Digital,25.8
olfactory-ti stimulation,1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
coach-cog,1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
connect-home adrd,1,1,0,0,47.0,60.0,Unspecified / Other,25.8
"device implantation- boston scientific, vercise genus™ system",1,1,0,0,47.0,61.0,Amyloid; Tau; Synaptic / Cognitive; Cholinergic,25.8
communityrx-dpeer,1,1,0,0,47.0,60.0,Unspecified / Other,25.8
hears-nps device,1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
green activity program,1,1,0,0,47.0,61.0,Synaptic / Cognitive,25.8
hears-nps program,1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
re-timer (light therapy glasses),1,1,0,0,47.0,61.0,Synaptic / Cognitive; Lifestyle / Digital,25.8
cogmed,1,1,0,0,47.0,61.0,Tau; Synaptic / Cognitive,25.8
active vielight neuro rx-duo device -active transcranial photobiomodulation,1,1,0,0,47.0,61.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; Metabolic / Mitochondrial; Vascular,25.8
""" ressources utilisation in dementia "" (rud) questionnaire.",1,1,0,0,47.0,60.0,Synaptic / Cognitive,25.8
2-hydroxybenzylamine acetate,1,1,0,0,47.0,66.0,Tau; Neuroinflammation; Synaptic / Cognitive; Lifestyle / Digital,25.8
interval strength training,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Lifestyle / Digital,25.8
dietary guidance,1,1,0,0,47.0,61.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,25.8
questionnaire d'orientation spatiale (qos),1,1,0,0,47.0,60.0,Unspecified / Other,25.8
ultrasonic debris clearance,1,1,0,0,47.0,61.0,Amyloid; Synaptic / Cognitive,25.8
exablate 4000 type 2.1,1,1,0,0,47.0,61.0,Unspecified / Other,25.8
bms-986368,1,1,0,0,47.0,58.0,Unspecified / Other,25.8
choline alfoscerate,1,0,0,0,59.0,54.0,Synaptic / Cognitive; Cholinergic; Vascular,25.6
lose it! commercial weight loss app,1,0,0,1,54.0,53.0,Lifestyle / Digital,25.6
incidence analysis,1,0,0,1,54.0,53.0,Lifestyle / Digital,25.6
mt-4666,2,0,1,1,54.0,58.5,Cholinergic; Synaptic / Cognitive,25.6
systematic lifestyle intervention,1,0,0,1,54.0,58.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,25.6
[f-18] fp-tztp,1,0,0,1,54.0,54.0,Synaptic / Cognitive; Cholinergic,25.6
cholesterol levels according to apoe genotype,1,0,0,1,54.0,53.0,Vascular,25.6
alfoatirin® tab. + aripezil® tab.,1,0,0,0,59.0,54.0,Synaptic / Cognitive,25.6
gv-971 capsule,1,0,0,0,59.0,49.0,Amyloid; Neuroinflammation; Synaptic / Cognitive; NMDA / Glutamate,25.6
safety in dementia,1,0,0,1,54.0,53.0,Unspecified / Other,25.6
safe at home,2,0,0,2,44.0,61.0,Synaptic / Cognitive; Vascular; Vascular; Lifestyle / Digital,25.6
light therapy system (lts): active setting,2,1,0,1,36.5,67.5,Amyloid; Tau; Synaptic / Cognitive; Amyloid; Tau,25.6
ebixa,1,0,0,0,59.0,49.0,Synaptic / Cognitive; Cholinergic; NMDA / Glutamate,25.6
music & memory,1,0,0,1,54.0,53.0,Synaptic / Cognitive; Lifestyle / Digital,25.6
physical/analogue intervention,1,0,0,1,54.0,53.0,Synaptic / Cognitive; Lifestyle / Digital,25.6
nicotinamide,2,0,0,2,44.0,64.0,Tau; Synaptic / Cognitive; Amyloid; Tau; Synaptic / Cognitive,25.6
pc4l solutions,1,0,0,1,54.0,53.0,Synaptic / Cognitive; Vascular; Lifestyle / Digital,25.6
education and supervision,1,0,0,1,54.0,53.0,Unspecified / Other,25.6
structured case management,1,0,0,1,54.0,53.0,Unspecified / Other,25.6
low-fat diet,2,0,0,2,44.0,60.0,Synaptic / Cognitive; Metabolic / Mitochondrial; Lifestyle / Digital,25.6
